condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
raptor_2l,Which Carolina Panthers player was named Most Valuable Player?,Cam Newton, Cam Newton,1.0,False,7.102,720.828,727.93,,squad,mistral,7.914,163.862
selfrag,Which Carolina Panthers player was named Most Valuable Player?,Cam Newton,and third - ye are ce iv r J on H ank ins ( 3 1 re ce PT S  </s>,0.4187,True,0.0,5374.548,5374.548,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,How many appearances have the Denver Broncos made in the Super Bowl?,8, The Denver Broncos have made 8 appearances in the Super Bowl.,0.5777,False,26.954,1045.107,1072.061,,squad,mistral,7.914,163.862
crag,How many appearances have the Denver Broncos made in the Super Bowl?,8, The Denver Broncos have made eight appearances in the Super Bowl.,0.5994,False,51.627,726.659,778.286,,squad,mistral,7.914,163.862
raptor_2l,How many appearances have the Denver Broncos made in the Super Bowl?,8, The Denver Broncos have made 8 appearances in the Super Bowl.,0.5777,False,7.071,1111.027,1118.098,,squad,mistral,7.914,163.862
selfrag,How many appearances have the Denver Broncos made in the Super Bowl?,8,"Th ise ason , the Br ong cos fin ish eda 1 – 1 4 on th ird do wn , while Car ol ina fin ished 1 – 5 on third do wn .  </s>",0.1656,True,0.0,8108.225,8108.225,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What year was the Carolina Panthers franchise founded?,1995, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers franchise was founded.,0.6925,False,49.486,1250.406,1299.892,,squad,mistral,7.914,163.862
crag,What year was the Carolina Panthers franchise founded?,1995," I cannot find this information in the provided context. The context only discusses events from the 2015 season, but does not mention when the Carolina Panthers franchise was founded.",0.5546,False,27.455,1095.188,1122.643,,squad,mistral,7.914,163.862
raptor_2l,What year was the Carolina Panthers franchise founded?,1995, I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers franchise was founded.,0.6925,False,6.776,1361.234,1368.01,,squad,mistral,7.914,163.862
selfrag,What year was the Carolina Panthers franchise founded?,1995,"The Pa ant he ir so ff ens iv eline co ach is J im C ald well , who led the off ense in 1 9 9 9 9 .  </s>",0.476,True,0.0,7005.653,7005.653,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What team did the Panthers defeat?,Arizona Cardinals," The provided context does not mention which team the Panthers defeated in the second half of the game described. However, earlier in the context, it is mentioned that they beat the Seattle Seahawks and Arizona Cardinals in the divisional round and NFC Championship Game respectively.",0.7716,False,30.505,2186.792,2217.298,,squad,mistral,7.914,163.862
crag,What team did the Panthers defeat?,Arizona Cardinals," The provided context mentions that the Panthers defeated the Seattle Seahawks and Arizona Cardinals in the playoffs. However, it does not specify which game is being referred to in the question about the second half of a game. Therefore, I cannot definitively say which team they defeated in the specific game mentioned in the question.",0.7491,False,48.106,2044.422,2092.529,,squad,mistral,7.914,163.862
raptor_2l,What team did the Panthers defeat?,Arizona Cardinals," The provided context does not mention any specific team that the Carolina Panthers defeated other than the Seattle Seahawks in the divisional round and the Arizona Cardinals in the NFC Championship Game. However, it is implied that they reached the Super Bowl 50, but no opponent is mentioned there either.",0.892,False,7.307,2124.627,2131.934,,squad,mistral,7.914,163.862
selfrag,What team did the Panthers defeat?,Arizona Cardinals,The Pa ant he ir se as ont he ir 2 0 1 1 1 1  </s>,0.5236,False,0.0,4641.474,4641.474,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Who did the Broncos prevent from going to the Super Bowl?,New England Patriots," The provided context does not specify who the Broncos prevented from going to the Super Bowl. However, it is implied that they defeated the New England Patriots in the AFC Championship Game, which means they prevented them from advancing to the Super Bowl.",0.8595,False,47.393,1801.162,1848.555,,squad,mistral,7.914,163.862
crag,Who did the Broncos prevent from going to the Super Bowl?,New England Patriots, The New England Patriots were prevented by the Broncos from going to the Super Bowl.,0.5012,False,34.784,573.087,607.872,,squad,mistral,7.914,163.862
raptor_2l,Who did the Broncos prevent from going to the Super Bowl?,New England Patriots," The provided context does not specify which team the Denver Broncos prevented from going to the Super Bowl. However, it is mentioned that they defeated the New England Patriots in the AFC Championship Game, so it can be inferred that they prevented them from reaching the Super Bowl.",0.6275,False,6.548,1981.614,1988.162,,squad,mistral,7.914,163.862
selfrag,Who did the Broncos prevent from going to the Super Bowl?,New England Patriots,"The Br ons cos w ere led to a Su per B ow l X L V II ID iv is ional Ch ampion ship Game ag ain st the New Eng land Pat ri ots on J anu ary 1 2 , 2 0 1 6 , where ▁they ▁lost , ▁ 2 0 – 1 8 .   </s>",0.5725,False,0.0,10730.86,10730.86,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Who did the Panthers beat in the NFC Championship Game?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9783,False,26.943,1043.558,1070.501,,squad,mistral,7.914,163.862
crag,Who did the Panthers beat in the NFC Championship Game?,Arizona Cardinals, The Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9736,False,30.679,605.215,635.894,,squad,mistral,7.914,163.862
raptor_2l,Who did the Panthers beat in the NFC Championship Game?,Arizona Cardinals," The provided context does not specify who the Carolina Panthers beat in the NFC Championship Game. However, it is mentioned that they blew out the Arizona Cardinals in this game with a score of 49–15.",0.7547,False,7.579,1909.394,1916.973,,squad,mistral,7.914,163.862
selfrag,Who did the Panthers beat in the NFC Championship Game?,Arizona Cardinals,Th es u ccess ful te ams w ere :  </s>,0.9524,False,0.0,3362.407,3362.407,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Who lost to the Broncos in the AFC Championship?,New England Patriots, The New England Patriots lost to the Broncos in the AFC Championship.,0.7878,False,45.135,829.405,874.54,,squad,mistral,7.914,163.862
crag,Who lost to the Broncos in the AFC Championship?,New England Patriots, The New England Patriots lost to the Broncos in the AFC Championship.,0.7878,False,29.661,650.316,679.978,,squad,mistral,7.914,163.862
raptor_2l,Who lost to the Broncos in the AFC Championship?,New England Patriots, The New England Patriots lost to the Broncos in the AFC Championship.,0.7878,False,6.98,994.815,1001.795,,squad,mistral,7.914,163.862
selfrag,Who lost to the Broncos in the AFC Championship?,New England Patriots,The Br ons co ff in ished the  </s>,0.5902,False,0.0,2274.734,2274.734,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Who were the defending Super Bowl champions?,New England Patriots," The New England Patriots were the defending Super Bowl champions as they won Super Bowl XLIX in the previous season (2014-2015 season). However, they were defeated by the Denver Broncos in the AFC Championship Game of the 2015-2016 season, and thus did not defend their title in Super Bowl 50.",0.5188,False,43.362,2804.451,2847.813,,squad,mistral,7.914,163.862
crag,Who were the defending Super Bowl champions?,New England Patriots," I cannot find this information in the provided context as it does not mention who the defending Super Bowl champions were before Super Bowl 50. The context only mentions that the Denver Broncos won Super Bowl 50, but not their previous appearances or victories.",0.6269,False,44.518,1943.425,1987.942,,squad,mistral,7.914,163.862
raptor_2l,Who were the defending Super Bowl champions?,New England Patriots," The New England Patriots were the defending Super Bowl champions as they had won Super Bowl XLIX in the previous season (2014-2015). However, they were defeated by the Denver Broncos in the AFC Championship Game of the 2015 NFL season, and thus did not defend their title in Super Bowl 50.",0.5343,False,7.493,2866.458,2873.951,,squad,mistral,7.914,163.862
selfrag,Who were the defending Super Bowl champions?,New England Patriots,New ton fin ished the  </s>,0.5095,False,0.0,2375.456,2375.456,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,How many teams have been in the Super Bowl eight times?,four," Four teams have been in the Super Bowl eight times, according to the provided context. These are the Denver Broncos, New England Patriots, Dallas Cowboys, and Pittsburgh Steelers.",0.7543,False,49.372,1707.174,1756.546,,squad,mistral,7.914,163.862
crag,How many teams have been in the Super Bowl eight times?,four," Four teams have been in the Super Bowl eight times, according to the provided context.",0.6022,False,32.756,548.178,580.934,,squad,mistral,7.914,163.862
raptor_2l,How many teams have been in the Super Bowl eight times?,four," Four teams have been in the Super Bowl eight times according to the provided context. These are the Denver Broncos, Dallas Cowboys, Pittsburgh Steelers, and New England Patriots.",0.7483,False,7.655,1744.925,1752.58,,squad,mistral,7.914,163.862
selfrag,How many teams have been in the Super Bowl eight times?,four,The N FL is amer ican fo ott ball le ague .  </s>,0.4405,True,0.0,3891.543,3891.543,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Who was this season's NFL MVP?,Cam Newton, Cam Newton,1.0,False,49.363,748.23,797.593,,squad,mistral,7.914,163.862
crag,Who was this season's NFL MVP?,Cam Newton, Cam Newton,1.0,False,36.329,187.886,224.215,,squad,mistral,7.914,163.862
raptor_2l,Who was this season's NFL MVP?,Cam Newton, Cam Newton,1.0,False,7.237,552.598,559.835,,squad,mistral,7.914,163.862
selfrag,Who was this season's NFL MVP?,Cam Newton,w ere also on th ete am .  </s>,0.6863,False,0.0,3180.66,3180.66,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,15–1, The Carolina Panthers had a win/loss ratio of 15-1 during their regular season in 2015.,0.5198,False,27.727,14330.781,14358.507,,squad,mistral,7.914,163.862
crag,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,15–1, The Carolina Panthers had a win/loss ratio of 15-1 during their regular season in 2015.,0.5198,False,40.082,963.152,1003.233,,squad,mistral,7.914,163.862
raptor_2l,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,15–1, The Carolina Panthers finished the 2015 regular season with a win-loss ratio of 15-1.,0.484,True,7.659,1242.849,1250.508,,squad,mistral,7.914,163.862
selfrag,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,15–1,The Car ol ina Pa ant he R s be com et ed  </s>,0.6388,False,0.0,4068.383,4068.383,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Which Carolina Panthers team member was picked as the team's MVP in 2015? ,Cam Newton, The context does not provide information about who was named the Carolina Panthers' MVP in 2015.,0.7831,False,50.363,1331.237,1381.6,,squad,mistral,7.914,163.862
crag,Which Carolina Panthers team member was picked as the team's MVP in 2015? ,Cam Newton, I cannot find this information in the provided context. The context does not mention any awards or recognitions given to individual players for the 2015 season.,0.7435,False,36.165,1272.307,1308.472,,squad,mistral,7.914,163.862
raptor_2l,Which Carolina Panthers team member was picked as the team's MVP in 2015? ,Cam Newton, Cam Newton was picked as the Carolina Panthers' MVP in 2015.,0.5984,False,7.622,1245.589,1253.211,,squad,mistral,7.914,163.862
selfrag,Which Carolina Panthers team member was picked as the team's MVP in 2015? ,Cam Newton,New ton fin ished the  </s>,0.5095,False,0.0,2495.928,2495.928,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,12–4, The provided context states that the Denver Broncos finished the regular season with a 12–4 record.,0.9732,False,46.153,1292.424,1338.577,,squad,mistral,7.914,163.862
crag,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,12–4, The Denver Broncos finished the regular season with a 12–4 record.,0.8599,False,24.275,601.378,625.654,,squad,mistral,7.914,163.862
raptor_2l,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,12–4," The Denver Broncos finished the 2015 regular season with a 12–4 record, as stated in the provided context.",0.9592,False,7.224,1507.294,1514.518,,squad,mistral,7.914,163.862
selfrag,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,12–4,in 2 0 1 5 .  </s>,1.0,False,0.0,2849.159,2849.159,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,How many teams have played in the Super Bowl eight times?,4," Four teams have played in the Super Bowl eight times, according to the provided context. These are the Denver Broncos, New England Patriots, Dallas Cowboys, and Pittsburgh Steelers.",0.7548,False,44.481,1744.643,1789.124,,squad,mistral,7.914,163.862
crag,How many teams have played in the Super Bowl eight times?,4," Four teams have played in the Super Bowl eight times, according to the provided context.",0.6032,False,29.08,559.685,588.765,,squad,mistral,7.914,163.862
raptor_2l,How many teams have played in the Super Bowl eight times?,4," Four teams have played in the Super Bowl eight times according to the provided context. These are the Denver Broncos, Dallas Cowboys, Pittsburgh Steelers, and New England Patriots.",0.7378,False,6.799,1824.244,1831.044,,squad,mistral,7.914,163.862
selfrag,How many teams have played in the Super Bowl eight times?,4,The Pa ht he g ames w ere pl ay ed  </s>,0.7198,False,0.0,3814.669,3814.669,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?,New England Patriots, The New England Patriots did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50.,0.5369,False,28.832,1323.275,1352.107,,squad,mistral,7.914,163.862
